Rank,Order,Family,Species,Common names,GE Score,ED Score,EDGE Score,Conservation Attention,Region,Countries,Relevant Global Programme,IUCN Red List link
131,,,Saiga tatarica,"Saiga/mongolian Saiga, Saiga, Saiga Antelope",CR,8.209976597,4.992876031,,,,,
132,,,Mystromys albicaudatus,"White-tailed Mouse, White-tailed Rat",EN,17.33555043,4.988283363,,,,,
133,,,Pontoporia blainvillei,"Franciscana, La Plata River Dolphin",VU,35.6466818,4.987617248,,,,,
134,,,Ateles fusciceps,"Brown-headed Spider Monkey, Black-headed Spider Monkey",CR,8.075005691,4.978112729,,,,,
135,,,Pantholops hodgsonii,"Chiru, Tibetan Antelope",EN,17.05124489,4.972656193,,,,,
136,,,Lynx pardinus,"Iberian Lynx, Pardel Lynx, Spanish Lynx",CR,8.020480607,4.972086337,,,,,
137,,,Myosorex eisentrauti,Eisentraut's Mouse Shrew,CR,7.96223906,4.965608813,,,,,
138,,,Uromys boeadii,Biak Giant Rat,CR,7.956487111,4.964966809,,,,,
139,,,Uromys emmae,Emma's Giant Rat,CR,7.956487111,4.964966809,,,,,
140,,,Uromys imperator,Emperor Rat,CR,7.956487111,4.964966809,,,,,
141,,,Uromys porculus,Guadalcanal Rat,CR,7.956487111,4.964966809,,,,,
142,,,Lagothrix lugens,Colombian Woolly Monkey,CR,7.817503077,4.949327454,,,,,
143,,,Melomys rubicola,"Bramble Cay Melomys, Bramble Cay Mosaic-tailed Rat",CR,7.727863884,4.939109375,,,,,
144,,,Ochotona argentata,"Silver Pika, Helan Shan Pika",CR,7.668388355,4.932271608,,,,,
145,,,Crocidura jenkinsi,"Jenkin's Shrew, Jenkin's Andaman Spiny Shrew",CR,7.642837793,4.929319699,,,,,
146,,,Hippopotamus amphibius,"Common Hippopotamus, Hippopotamus, Large Hippo",VU,33.17906211,4.917907599,,,,,
147,,,Cryptoprocta ferox,Fossa,VU,33.10698945,4.915796694,,,,,
148,,,Ochotona hoffmanni,Hoffmann's Pika,EN,16.00419824,4.912901811,,,,,
149,,,Crocidura wimmeri,Wimmer's Shrew,CR,7.495448747,4.912119301,,,,,
150,,,Macrotarsomys ingens,"Long-tailed Big-footed Mouse, Greater Big-footed Mouse",EN,15.97724732,4.911315596,,,,,
151,,,Xenomys nelsoni,"Magdalena Rat, Magdelena Wood Rat",EN,15.96206559,4.910420956,,,,,
152,,,Microcebus berthae,"Madame Berthe's Mouse Lemur, Berthe's Mouse Lemur, Berthe's Mouse Lemur",EN,15.87375465,4.905200977,,,,,
153,,,Microcebus ravelobensis,Golden-brown Mouse Lemur,EN,15.87375465,4.905200977,,,,,
154,,,Microcebus sambiranensis,Sambirano Mouse Lemur,EN,15.87375465,4.905200977,,,,,
155,,,Microcebus tavaratra,"Tavaratra Mouse Lemur, Northern Rufous Mouse Lemur",EN,15.87375465,4.905200977,,,,,
156,,,Crocidura andamanensis,"Andaman White-toothed Shrew, Andaman Shrew",CR,7.330943165,4.892565397,,,,,
157,,,Dasyprocta mexicana,Mexican Agouti,CR,7.316771182,4.890862823,,,,,
158,,,Babyrousa togeanensis,Togian Islands Babirusa,EN,15.6104367,4.889472756,,,,,
159,,,Plagiodontia aedium,"Cuvier's Hutia, Hispaniolan Hutia, Hispanolan Hutia",EN,15.52601338,4.88437725,,,,,
160,,,Crocidura trichura,Christmas Island Shrew,CR,7.213272619,4.87834018,,,,,
161,,,Perameles bougainville,"Western Barred Bandicoot, Barred Bandicoot, Long-nosed Bandicoot, Marl",EN,15.3814372,4.875590357,,,,,
162,,,Pappogeomys alcorni,Alcorn's Pocket Gopher,CR,7.176422954,4.873843486,,,,,
163,,,Galidictis grandidieri,"Giant-striped Mongoose, Grandidier's Mongoose",EN,15.339269,4.873012893,,,,,
164,,,Dactylopsila tatei,"Tate's Triok, Fergusson Island Striped Possum",EN,15.2407524,4.866965205,,,,,
165,,,Axis kuhlii,"Bawean Deer, Bawean Hog Deer, Kuhl's Hog Deer",CR,7.109722433,4.865652365,,,,,
166,,,Nomascus leucogenys,"Northern White-cheeked Gibbon, White-cheeked Gibbon",CR,7.091208728,4.863366852,,,,,
167,,,Crocidura nicobarica,"Nicobar Shrew, Nicobar White-tailed Shrew",CR,7.087780915,4.862943116,,,,,
168,,,Dendrolagus mbaiso,Dingiso,CR,7.077872764,4.861717288,,,,,
169,,,Dromiciops gliroides,Monito Del Monte,NT,63.5064796,4.859912858,,,,,
170,,,Caprolagus hispidus,"Hispid Hare, Assam Rabbit",EN,15.12094286,4.859560767,,,,,
171,,,Geomys tropicalis,Tropical Pocket Gopher,CR,7.006354202,4.852824224,,,,,
172,,,Cebus xanthosternos,"Buff-headed Capuchin, Yellow-breasted Capuchin",CR,6.960560521,4.847088137,,,,,
173,,,Cebus kaapori,"Ka'apor Capuchin, Ka'Apor Capuchin",CR,6.948054143,4.845515859,,,,,
174,,,Bos sauveli,"Grey Ox, Kouprey",CR,6.92918884,4.843139463,,,,,
175,,,Dorcopsis atrata,"Black Dorcopsis, Black Dorcopsis Wallaby, Black Forest-wallaby",CR,6.921268243,4.842140047,,,,,
176,,,Crocidura harenna,Harenna Shrew,CR,6.909885477,4.840702026,,,,,
177,,,Varecia rubra,"Red Ruffed Lemur, Red-ruffed Lemur",EN,14.71875348,4.83429603,,,,,
178,,,Ateles hybridus,"Variegated Or Brown Spider Monkey, Brown Spider Monkey",CR,6.842521955,4.832149183,,,,,
179,,,Ctenomys osvaldoreigi,,CR,6.840292559,4.831864872,,,,,
180,,,Ctenomys roigi,,CR,6.840292559,4.831864872,,,,,
181,,,Sturnira nana,Lesser Yellow-shouldered Bat,EN,14.65684407,4.830349684,,,,,
182,,,Nomascus concolor,"Black Crested Gibbon, Black Gibbon, Crested Gibbon, Indochinese Gibbon",CR,6.816154619,4.828781419,,,,,
183,,,Nomascus hainanus,"Hainan Gibbon, Hainan Black Crested Gibbon, Hainan Black Gibbon, Hainan Crested Gibbon",CR,6.816154619,4.828781419,,,,,
184,,,Cephalophus adersi,Aders' Duiker,CR,6.793916241,4.825932182,,,,,
185,,,Emballonura semicaudata,"Pacific Sheath-tailed Bat, Polynesian Sheath-tailed Bat",EN,14.55033639,4.823523813,,,,,
186,,,Simias concolor,"Pig-tailed Langur, Pig-tailed Snub-nosed Monkey",CR,6.741217142,4.819147651,,,,,
187,,,Hapalemur aureus,"Golden Bamboo Lemur, Golden Lemur",EN,14.45809114,4.817574106,,,,,
188,,,Bubalus mindorensis,"Mindoro Dwarf Buffalo, Tamaraw, Tamarou",CR,6.727785975,4.817411124,,,,,
189,,,Suncus aequatorius,,CR,6.705120551,4.814473837,,,,,
190,,,Lonchorhina marinkellei,Marinkelle's Sword-nosed Bat,EN,14.27630369,4.805744391,,,,,
191,,,Kobus megaceros,Nile Lechwe,EN,14.24179423,4.803482817,,,,,
192,,,Brachytarsomys villosa,Hairy-tailed Tree Rat,EN,14.22305628,4.802252681,,,,,
193,,,Tremarctos ornatus,"Andean Bear, Spectacled Bear",VU,28.98384006,4.786952933,,,,,
194,,,Urocyon littoralis,"California Channel Island Fox, Channel Islands Fox, Island Fox, Island Gray Fox, Island Grey Fox",CR,6.471532391,4.78368884,,,,,
195,,,Eubalaena glacialis,"North Atlantic Right Whale, Black Right Whale, Northern Right Whale, Right Whale",EN,13.90391486,4.781065462,,,,,
196,,,Eubalaena japonica,North Pacific Right Whale,EN,13.90391486,4.781065462,,,,,
197,,,Peromyscus guardia,Angel Island Mouse,CR,6.43621664,4.778950926,,,,,
198,,,Peromyscus mayensis,"Maya Mouse, Mayan Deer Mouse",CR,6.414127632,4.775976042,,,,,
199,,,Propithecus tattersalli,"Golden-crowned Sifaka, Tattersall's Sifaka",EN,13.81717988,4.775228852,,,,,
200,,,Cercopithecus dryas,"Dryad Monkey, Dryas Guenon, Dryas Monkey, Salonga Guenon",CR,6.389364572,4.772630469,,,,,
201,,,Peromyscus stephani,"San Esteban Deermouse, San Esteban Island Mouse",CR,6.354923798,4.767958716,,,,,
202,,,Ctenomys sociabilis,Social Tuco-tuco,CR,6.344105605,4.766486755,,,,,
203,,,Lonchorhina fernandezi,Fernandez's Sword-nosed Bat,EN,13.67932549,4.765881616,,,,,
204,,,Pongo pygmaeus,Bornean Orangutan,EN,13.66284712,4.764758429,,,,,
205,,,Peromyscus pseudocrinitus,"Coronados Deer Mouse, False Canyon Mouse",CR,6.327523007,4.764226256,,,,,
206,,,Peromyscus caniceps,"Monserrat Island Deermouse, Burt's Deer Mouse",CR,6.320892142,4.76332092,,,,,
207,,,Zygogeomys trichopus,Michoacan Pocket Gopher,EN,13.61393158,4.761416833,,,,,
208,,,Hylomyscus grandis,Mt Oku Hylomyscus,CR,6.290784936,4.759199935,,,,,
209,,,Phyllomys unicolor,Unicolored Tree Rat,CR,6.267001465,4.755932475,,,,,
210,,,Rhynchocyon petersi,"Black And Rufous Elephant Shrew, Black And Rufous Sengi",VU,28.05427414,4.755459964,,,,,
211,,,Phyllomys mantiqueirensis,,CR,6.261801875,4.755216712,,,,,
212,,,Desmana moschata,Russian Desman,VU,27.97734661,4.752808734,,,,,
213,,,Galemys pyrenaicus,Pyrenean Desman,VU,27.97734661,4.752808734,,,,,
214,,,Tokudaia osimensis,"Amami Spiny Rat, Ryukyu Spiny Rat",EN,13.48531689,4.75257705,,,,,
215,,,Procolobus preussi,"Preuss's Red Colobus, Preuss's Red Colobus",CR,6.238757238,4.752038262,,,,,
216,,,Peromyscus dickeyi,"Dickey's Deermouse, Dickey's Deer Mouse",CR,6.200071432,4.746679669,,,,,
217,,,Phalanger lullulae,Woodlark Cuscus,EN,13.37228373,4.744743153,,,,,
218,,,Melanomys zunigae,Zuniga's Dark Rice Rat,CR,6.170996136,4.742633298,,,,,
219,,,Peromyscus interparietalis,"San Lorenzo Deermouse, San Lorenzo Mouse",CR,6.16192418,4.741367407,,,,,
220,,,Dendrolagus scottae,"Tenkile, Scott's Tree-kangaroo, Tenkile Tree Kangaroo",CR,6.154573914,4.740340583,,,,,
221,,,Tupaia chrysogaster,"Golden-bellied Treeshrew, Golden-bellied Tree Shrew, Mentawai Treeshrew",EN,13.28866084,4.738907816,,,,,
222,,,Dipodomys gravipes,San Quintin Kangaroo Rat,CR,6.134347271,4.737509486,,,,,
223,,,Craseonycteris thonglongyai,"Hog-nosed Bat, Bumblebee Bat, Kitti's Hog-nosed Bat",VU,27.36877862,4.731583557,,,,,
224,,,Chiropotes satanas,"Black Bearded Saki, Bearded Saki, Black Saki, Brown-bearded Saki",CR,6.087659522,4.730943899,,,,,
225,,,Nyctophilus howensis,Lord Howe Long-eared Bat,CR,6.07623519,4.729330736,,,,,
226,,,Nyctophilus nebulosus,New Caledonia Long-eared Bat,CR,6.07623519,4.729330736,,,,,
227,,,Caenolestes condorensis,,VU,27.30134581,4.72920372,,,,,
228,,,Tragulus nigricans,"Balabac Mouse Deer, Balabac Chevrotain, Philippine Mouse-deer",EN,13.15010194,4.72916337,,,,,
229,,,Caenolestes convelatus,Blackish Shrew Opossum,VU,27.29625405,4.729023791,,,,,
230,,,Hylomys parvus,Dwarf Gymnure,VU,27.2838639,4.728585823,,,,,
231,,,Peromyscus bullatus,"Perote Deer Mouse, Perote Mouse",CR,6.030218472,4.722806505,,,,,
232,,,Tupaia nicobarica,"Nicobar Treeshrew, Nicobar Tree Shrew",EN,13.05523101,4.722436182,,,,,
233,,,Priodontes maximus,Giant Armadillo,VU,27.10780657,4.722341713,,,,,
234,,,Neopteryx frosti,Small-toothed Fruit Bat,EN,12.83682195,4.706774838,,,,,
235,,,Procolobus pennantii,"Pennant's Red Colobus, Bouvier's Red Colobus",CR,5.851855747,4.69710825,,,,,
236,,,Peromyscus slevini,"Catalina Deer Mouse, Slevin's Mouse, Slevins's Mouse",CR,5.849805808,4.696809025,,,,,
237,,,Lepilemur ankaranensis,Ankarana Sportive Lemur,EN,12.65667849,4.69367021,,,,,
238,,,Ochotona koslowi,"Kozlov's Pika, Koslov's Pika",EN,12.54178766,4.685221829,,,,,
239,,,Nesomys lambertoni,Lowland Red Forest Rat,EN,12.52808428,4.684209383,,,,,
240,,,Biswamoyopterus biswasi,Namdapha Flying Squirrel,CR,5.753485398,4.682647449,,,,,
241,,,Pygathrix cinerea,"Grey-shanked Douc Langur, Gray-shanked Douc Langur",CR,5.741799878,4.680915656,,,,,
242,,,Lamottemys okuensis,"Mount Oku Rat, Mt. Oku Rat",EN,12.47301482,4.680130324,,,,,
243,,,Limnogale mergulus,Aquatic Tenrec,VU,25.91331785,4.678915613,,,,,
244,,,Peromyscus mekisturus,Puebla Deer Mouse,CR,5.717092866,4.677244174,,,,,
245,,,Prionailurus planiceps,Flat-headed Cat,EN,12.39364572,4.674221936,,,,,
246,,,Neotoma nelsoni,Nelson's Woodrat,CR,5.687420584,4.672816959,,,,,
247,,,Nelsonia goldmani,"Nelson And Coldman's Woodrat, Nelson And Goodman's Wood Rat",EN,12.32510028,4.669091037,,,,,
248,,,Desmomys yaldeni,Yalden's Desmomys,EN,12.25387872,4.663731785,,,,,
249,,,Pteropus rodricensis,Rodrigues Flying Fox,CR,5.611207953,4.661355106,,,,,
250,,,Myotis yanbarensis,Yanbaru Whiskered Bat,CR,5.536353217,4.64996812,,,,,
251,,,Nycticebus pygmaeus,"Pygmy Slow Loris, Lesser Slow Loris, Pygmy Loris",VU,25.11401239,4.648766405,,,,,
252,,,Spalax arenarius,Sandy Mole Rat,EN,12.05179896,4.648367517,,,,,
253,,,Rhinopithecus avunculus,Tonkin Snub-nosed Monkey,CR,5.497018618,4.64393212,,,,,
254,,,Macaca nigra,"Celebes Crested Macaque, Black Crested Macaque, Celebes Black Macaque, Celebes Macaque, Crested Black Macaque, Gorontalo Macaque, Sulawesi Black Macaque, Sulawesi Macaque",CR,5.454911571,4.637430047,,,,,
255,,,Murina tenebrosa,"Gloomy Tube-nosed Bat, Tsushima Tube-nosed Bat",CR,5.450251001,4.636707767,,,,,
256,,,Pteropus tuberculatus,Vanikoro Flying Fox,CR,5.447294843,4.636249361,,,,,
257,,,Dendrolagus pulcherrimus,Golden-mantled Tree Kangaroo,CR,5.415480875,4.631302679,,,,,
258,,,Rhinoceros unicornis,"Indian Rhinoceros, Great Indian Rhinoceros",VU,24.64177112,4.630517067,,,,,
259,,,Artibeus incomitatus,Solitary Fruit-eating Bat,CR,5.40159454,4.629135828,,,,,
260,,,Sicista kazbegica,Kazbeg Birch Mouse,EN,11.79460395,4.628465057,,,,,
261,,,Peroryctes broadbenti,Giant Bandicoot,EN,11.76909131,4.626469051,,,,,
262,,,Propithecus diadema,Diademed Sifaka,EN,11.72351183,4.622893149,,,,,
263,,,Sminthopsis psammophila,"Sandhill Dunnart, Large Desert Marsupial-mouse, Sandhill Sminthopsis",EN,11.72267192,4.622827134,,,,,
264,,,Plecotus teneriffae,"Canary Big-eared Bat, Canary Long-eared Bat, Tenerife Long-eared Bat",EN,11.71961003,4.622586441,,,,,
265,,,Pteropus aruensis,Aru Flying Fox,CR,5.348859818,4.620863963,,,,,
266,,,Myotis hajastanicus,"Armenian Myotis, Armenian Whiskered Bat",CR,5.337789868,4.619118829,,,,,
267,,,Pteropus pselaphon,"Bonin Flying Fox, Bonin Fruit Bat",CR,5.305072126,4.613943131,,,,,
268,,,Nesokia bunnii,Bunn's Short-tailed Bandicoot Rat,EN,11.60631874,4.613639717,,,,,
269,,,Vandeleuria nolthenii,"Sri Lankan Highland Tree Mouse, Nolthenius's Long-tailed Climbing Mouse",EN,11.59966613,4.613111858,,,,,
270,,,Chimarrogale phaeura,"Bornean Water Shrew, Borneo Water Shrew, Sunda Water Shrew",EN,11.56353587,4.610240181,,,,,
271,,,Leontopithecus caissara,Black-faced Lion Tamarin,CR,5.271130742,4.608545402,,,,,
272,,,Propithecus edwardsi,"Milne-edward's Sifaka, Milne-edwards' Sifaka, Milne-edwards's Simpona",EN,11.53829074,4.608228763,,,,,
273,,,Equus hemionus,"Asiatic Wild Ass, Asian Wild Ass, Kulan",EN,11.53643902,4.608081067,,,,,
274,,,Rhynchomeles prattorum,"Seram Bandicoot, Ceram Bandicoot",EN,11.52134973,4.606876707,,,,,
275,,,Propithecus coquereli,"Coquerel's Sifaka, Crowned Sifaka",EN,11.48699717,4.604129418,,,,,
276,,,Ochotona iliensis,Ili Pika,EN,11.48386962,4.603878922,,,,,
277,,,Hipposideros hypophyllus,"Kolar Leaf-nosed Bat, Leafletted Leaf-nosed Bat",EN,11.47589283,4.60323975,,,,,
278,,,Hipposideros orbiculus,"Orbiculus Leaf-nosed Bat, Orbiculus Roundleaf Bat",EN,11.47589283,4.60323975,,,,,
279,,,Cryptotis endersi,"Ender's Small-eared Shrew, Enders' S Small-eared Shrew",EN,11.47113365,4.602858207,,,,,
280,,,Thylamys karimii,Karimi's Fat-tailed Mouse Opossum,VU,23.87929381,4.600330245,,,,,
281,,,Equus grevyi,Grevy's Zebra,EN,11.39559598,4.596782788,,,,,
282,,,Diplothrix legata,"Ryukyus Islands Tree Rat, Ryukyu Long-tailed Giant Rat, Ryukyu Rat",EN,11.36745786,4.594510198,,,,,
283,,,Phalanger alexandrae,Gebe Cuscus,EN,11.27380284,4.586908682,,,,,
284,,,Tragelaphus buxtoni,Mountain Nyala,EN,11.22291337,4.582753877,,,,,
285,,,Gorilla beringei,"Eastern Gorilla, Mountain Gorilla",EN,11.21914344,4.582445398,,,,,
286,,,Latidens salimalii,Salim Ali's Fruit Bat,EN,11.07012636,4.570175046,,,,,
287,,,Hipposideros durgadasi,"Durga Das's Leaf-nosed Bat, Khajuria's Leaf-nosed Bat, Khajuria's Leaf-nosed Bat",EN,11.04962697,4.568475244,,,,,
288,,,Leptonycteris nivalis,"Greater Long-nosed Bat, Mexican Long-nosed Bat",EN,11.04902391,4.568425195,,,,,
289,,,Macroderma gigas,"Ghost Bat, Australian False Vampire Bat",VU,22.97048274,4.563117549,,,,,
290,,,Miniopterus robustior,Loyalty Bent-winged Bat,EN,10.96186664,4.561165352,,,,,
291,,,Echymipera davidi,David's Echymipera,EN,10.94035033,4.55936499,,,,,
292,,,Orthogeomys lanius,Big Pocket Gopher,CR,4.940540719,4.554388882,,,,,
293,,,Nesolagus netscheri,"Sumatran Striped Rabbit, Sumatran Rabbit, Sumatran Short-eared Rabbit",VU,22.54983845,4.545413322,,,,,
294,,,Hipposideros halophyllus,"Thailand Leaf-nosed Bat, Thailand Roundleaf Bat",EN,10.70638856,4.539576265,,,,,
295,,,Neamblysomus julianae,Juliana's Golden Mole,VU,22.35386779,4.537056976,,,,,
296,,,Nesoromys ceramicus,"Seram Island Mountain Rat, Ceram Rat",EN,10.63421847,4.533392166,,,,,
297,,,Feroculus feroculus,Kelaart's Long-clawed Shrew,EN,10.60576609,4.530943593,,,,,
298,,,Microtus bavaricus,"Bavarian Pine Vole, Bavarian Vole",CR,4.789557899,4.528644655,,,,,
299,,,Tapirus terrestris,"Lowland Tapir, Brazilian Tapir, South American Tapir",VU,22.14517275,4.528080599,,,,,
300,,,Rattus vandeuseni,Van Deusen's Rat,EN,10.5117812,4.522812505,,,,,
301,,,Hadromys humei,"Hume's Rat, Manipur Bush Rat",EN,10.47668658,4.519759265,,,,,
302,,,Nycticebus bengalensis,"Bengal Slow Loris, Bengal Loris, Northern Slow Loris",VU,21.94474518,4.519383303,,,,,
303,,,Nycticebus coucang,"Greater Slow Loris, Slow Loris, Sunda Slow Loris",VU,21.94474518,4.519383303,,,,,
304,,,Chrysospalax villosus,Rough-haired Golden Mole,VU,21.90862527,4.51780785,,,,,
305,,,Leopoldamys siporanus,"Mentawai Archipelago Leopoldamys, Mentawai Long-tailed Giant Rat",EN,10.44226147,4.516755189,,,,,
306,,,Miniopterus fuscus,Southeast Asian Long-fingered Bat,EN,10.40815837,4.513770288,,,,,
307,,,Sicista armenica,Armenian Birch Mouse,EN,10.39935126,4.512997988,,,,,
308,,,Solisorex pearsoni,Pearson's Long-clawed Shrew,EN,10.34546234,4.508259412,,,,,
309,,,Cryptotis mera,Darien Small Eared Shrew,EN,10.3298431,4.506881768,,,,,
310,,,Pan paniscus,"Bonobo, Dwarf Chimpanzee, Gracile Chimpanzee, Pygmy Chimpanzee",EN,10.29205772,4.503541164,,,,,
311,,,Pan troglodytes,"Chimpanzee, Common Chimpanzee, Robust Chimpanzee",EN,10.29205772,4.503541164,,,,,
312,,,Symphalangus syndactylus,Siamang,EN,10.27324687,4.501873927,,,,,
313,,,Orycteropus afer,"Aardvark, Antbear",LC,88.83410502,4.497964692,,,,,
314,,,Dryomys niethammeri,"Baluchistan Forest Dormouse, Balochistan Forest Dormouse, Niethammer's Forest Dormouse",VU,21.45463366,4.497791353,,,,,
315,,,Hapalomys longicaudatus,"Greater Marmoset Rat, Marmoset Rat",EN,10.19678571,4.495068289,,,,,
316,,,Perognathus alticolus,White-eared Pocket Mouse,EN,10.07852728,4.484450297,,,,,
317,,,Echiothrix leucura,"Northern Sulawesi Echiothrix, Sulawesi Spiny Rat",EN,10.03272612,4.480307499,,,,,
318,,,Ornithorhynchus anatinus,"Platypus, Duck-billed Platypus",LC,86.73092369,4.474274445,,,,,
319,,,Notomys aquilo,Northern Hopping Mouse,EN,9.936450255,4.471542812,,,,,
320,,,Vandeleuria nilagirica,,EN,9.916305309,4.469699113,,,,,
321,,,Sorex pribilofensis,Pribilof Island Shrew,EN,9.853968549,4.46397232,,,,,
322,,,Mesocapromys angelcabrerai,Cabrera's Hutia,EN,9.850590727,4.463661065,,,,,
323,,,Macaca sylvanus,"Barbary Macaque, Barbary Ape",EN,9.77778939,4.45692902,,,,,
324,,,Mesocapromys auritus,"Eared Hutia, Large-eared Hutia",EN,9.746404444,4.45401277,,,,,
325,,,Bettongia tropica,Northern Bettong,EN,9.741552342,4.453561159,,,,,
326,,,Pogonomys fergussoniensis,D'entrecasteaux Archipelago Pogonomys,EN,9.717852843,4.451352383,,,,,
327,,,Sundamys maxi,"Javan Sundamys, Bartels's Rat",EN,9.665120013,4.446420147,,,,,
328,,,Brachyteles arachnoides,"Muriqui, Southern Muriqui, Woolly Spider Monkey",EN,9.65114119,4.445108582,,,,,
329,,,Eumetopias jubatus,"Steller Sea Lion, Northern Sea Lion, Northern Sealion, Steller's Sea Lion, Steller's Sealion",EN,9.617919958,4.441984677,,,,,
330,,,Myomimus roachi,"Mouse-tailed Dormouse, Roach's Mouse-tailed Dormouse",VU,20.20065951,4.440326651,,,,,
331,,,Saguinus oedipus,"Cotton-headed Tamarin, Cotton-top Tamarin",CR,4.297885746,4.439896547,,,,,
332,,,Pardofelis badia,"Borneo Bay Cat, Bay Cat, Bornean Bay Cat, Bornean Marbled Cat",EN,9.539276984,4.434550485,,,,,
333,,,Hoolock hoolock,"Western Hoolock Gibbon, Hoolock Gibbon, Western Hoolock",EN,9.52557766,4.433249804,,,,,
334,,,Prionailurus viverrinus,Fishing Cat,EN,9.522669116,4.432973435,,,,,
335,,,Daubentonia madagascariensis,Aye-aye,NT,40.76602806,4.425230464,,,,,
336,,,Bunomys prolatus,"Tambusisi Bunomys, Long-headed Hill Rat",EN,9.399117946,4.421162531,,,,,
337,,,Sus verrucosus,"Javan Warty Pig, Javan Pig",EN,9.394262353,4.420695499,,,,,
338,,,Macaca pagensis,"Pagai Island Macaque, Pagai Macaque",CR,4.189258087,4.419179459,,,,,
339,,,Parantechinus apicalis,"Dibbler, Southern Dibbler",EN,9.360524232,4.417444379,,,,,
340,,,Sus oliveri,Oliver's Warty Pig,EN,9.357925729,4.417193539,,,,,
341,,,Megadontomys cryophilus,"Oaxaca Giant Deer Mouse, Oaxacan Giant Deer Mouse",EN,9.352881535,4.416706432,,,,,
342,,,Phaner parienti,"Sambirano Fork-marked Lemur, Pariente's Fork-marked Lemur",VU,19.61440193,4.412284315,,,,,
343,,,Cephalorhynchus hectori,"Hector's Dolphin, New Zealand Dolphin, White-headed Dolphin",EN,9.299013475,4.411489653,,,,,
344,,,Coelops robinsoni,Malayan Tailless Leaf-nosed Bat,VU,19.55014221,4.409162222,,,,,
345,,,Batomys russatus,"Russet Batomys, Dinagat Hairy-tailed Rat",EN,9.265967527,4.408275843,,,,,
346,,,Pseudomys fumeus,Smoky Mouse,EN,9.264392042,4.408122364,,,,,
